k,h,E,F
0.0,0.0,0.0,0.9999216271409735
0.010101010101010102,0.0,0.09090909090909105,0.9999999999999998
0.020202020202020204,0.0,0.18181818181818132,1.0000000000000007
0.030303030303030304,0.0,0.27272727272727293,1.0
0.04040404040404041,0.0,0.3636363636363663,1.0000000000000009
0.05050505050505051,0.0,0.45454545454545503,0.9999999999999998
0.06060606060606061,0.0,0.5454545454545437,0.9999999999999998
0.07070707070707072,0.0,0.6363636363636356,1.0000000000000004
0.08080808080808081,0.0,0.7272727272727257,1.0
0.09090909090909091,0.0,0.8181818181818189,1.0
0.10101010101010102,0.0,0.9090909090909132,1.0000000000000004
0.11111111111111112,0.0,1.0000000000000018,1.0
0.12121212121212122,0.0,1.0909090909090937,0.9999999999999998
0.13131313131313133,0.0,1.1818181818181834,1.0000000000000002
0.14141414141414144,0.0,1.2727272727272791,1.0000000000000002
0.15151515151515152,0.0,1.3636363636363709,0.9999999999999996
0.16161616161616163,0.0,1.454545454545451,1.0
0.17171717171717174,0.0,1.5454545454545503,1.0
0.18181818181818182,0.0,1.6363636363636345,1.0
0.19191919191919193,0.0,1.7272727272727306,1.0000000000000002
0.20202020202020204,0.0,1.8181818181818172,1.0
0.21212121212121213,0.0,1.9090909090909032,1.0
0.22222222222222224,0.0,1.999999999999998,1.0
0.23232323232323235,0.0,2.090909090909103,1.0
0.24242424242424243,0.0,2.1818181818181777,1.0000000000000002
0.25252525252525254,0.0,2.272727272727278,1.0
0.26262626262626265,0.0,2.3636363636363624,0.9999999999999998
0.27272727272727276,0.0,2.454545454545463,1.0000000000000002
0.2828282828282829,0.0,2.545454545454547,0.9999999999999998
0.29292929292929293,0.0,2.636363636363636,1.0000000000000002
0.30303030303030304,0.0,2.727272727272724,1.0000000000000007
0.31313131313131315,0.0,2.8181818181818095,0.9999999999999998
0.32323232323232326,0.0,2.909090909090908,1.0000000000000002
0.33333333333333337,0.0,2.999999999999994,1.0000000000000002
0.3434343434343435,0.0,3.090909090909098,1.0
0.3535353535353536,0.0,3.181818181818188,1.0
0.36363636363636365,0.0,3.2727272727272743,0.9999999999999998
0.37373737373737376,0.0,3.3636363636363598,1.0
0.38383838383838387,0.0,3.4545454545454457,1.0000000000000002
0.393939393939394,0.0,3.5454545454545436,1.0000000000000002
0.4040404040404041,0.0,3.6363636363636522,1.0
0.4141414141414142,0.0,3.727272727272734,1.0
0.42424242424242425,0.0,3.818181818181817,1.0
0.43434343434343436,0.0,3.90909090909091,1.0
0.4444444444444445,0.0,4.000000000000004,0.9999999999999998
0.4545454545454546,0.0,4.0909090909091,1.0
0.4646464646464647,0.0,4.181818181818169,1.0
0.4747474747474748,0.0,4.272727272727277,1.0
0.48484848484848486,0.0,4.36363636363637,1.0
0.494949494949495,0.0,4.45454545454546,1.0000000000000002
0.5050505050505051,0.0,4.545454545454559,1.0
0.5151515151515152,0.0,4.636363636363634,0.9999999999999998
0.5252525252525253,0.0,4.727272727272711,1.0000000000000002
0.5353535353535354,0.0,4.818181818181833,1.0
0.5454545454545455,0.0,4.909090909090917,1.0000000000000002
0.5555555555555556,0.0,5.00000000000001,0.9999999999999998
0.5656565656565657,0.0,5.0909090909090935,1.0
0.5757575757575758,0.0,5.1818181818182145,1.0
0.5858585858585859,0.0,5.272727272727281,1.0
0.595959595959596,0.0,5.363636363636376,1.0
0.6060606060606061,0.0,5.454545454545457,0.9999999999999998
0.6161616161616162,0.0,5.545454545454556,1.0
0.6262626262626263,0.0,5.636363636363626,1.0000000000000002
0.6363636363636365,0.0,5.727272727272712,1.0
0.6464646464646465,0.0,5.818181818181824,1.0
0.6565656565656566,0.0,5.909090909090922,1.0
0.6666666666666667,0.0,5.999999999999999,1.0
0.6767676767676768,0.0,6.0909090909091,1.0
0.686868686868687,0.0,6.181818181818178,1.0
0.696969696969697,0.0,6.272727272727288,1.0
0.7070707070707072,0.0,6.3636363636363695,1.0000000000000002
0.7171717171717172,0.0,6.454545454545461,1.0000000000000002
0.7272727272727273,0.0,6.545454545454555,0.9999999999999998
0.7373737373737375,0.0,6.6363636363636385,1.0000000000000002
0.7474747474747475,0.0,6.727272727272713,0.9999999999999998
0.7575757575757577,0.0,6.818181818181813,1.0
0.7676767676767677,0.0,6.9090909090909,0.9999999999999998
0.7777777777777778,0.0,7.000000000000006,1.0000000000000002
0.787878787878788,0.0,7.090909090909104,1.0
0.797979797979798,0.0,7.181818181818209,1.0
0.8080808080808082,0.0,7.272727272727271,1.0
0.8181818181818182,0.0,7.363636363636367,1.0000000000000002
0.8282828282828284,0.0,7.454545454545453,1.0000000000000002
0.8383838383838385,0.0,7.545454545454567,1.0
0.8484848484848485,0.0,7.636363636363649,1.0
0.8585858585858587,0.0,7.727272727272728,1.0
0.8686868686868687,0.0,7.8181818181818405,1.0000000000000002
0.8787878787878789,0.0,7.909090909090926,1.0000000000000002
0.888888888888889,0.0,8.000000000000012,1.0000000000000002
0.8989898989898991,0.0,8.090909090909065,1.0000000000000002
0.9090909090909092,0.0,8.18181818181818,1.0000000000000002
0.9191919191919192,0.0,8.272727272727266,1.0000000000000002
0.9292929292929294,0.0,8.363636363636385,1.0
0.9393939393939394,0.0,8.45454545454548,1.0000000000000002
0.9494949494949496,0.0,8.545454545454541,1.0
0.9595959595959597,0.0,8.636363636363637,1.0000000000000002
0.9696969696969697,0.0,8.727272727272766,1.0
0.9797979797979799,0.0,8.81818181818183,0.9999999999999998
0.98989898989899,0.0,8.909090909090914,1.0000000000000004
1.0,0.0,8.999999999999996,1.0
0.0,0.010101010101010102,0.0,0.9992354899501629
0.010101010101010102,0.010101010101010102,0.09090445280914738,0.9999999062221754
0.020202020202020204,0.010101010101010102,0.1818089084613419,0.9999996251194645
0.030303030303030304,0.010101010101010102,0.27271336979378624,0.9999991573830457
0.04040404040404041,0.010101010101010102,0.36361783963201244,0.9999985041613417
0.05050505050505051,0.010101010101010102,0.45452232078412136,0.9999976670545636
0.06060606060606061,0.010101010101010102,0.5454268160350761,0.9999966481073127
0.07070707070707072,0.010101010101010102,0.6363313281411265,0.9999954497991188
0.08080808080808081,0.010101010101010102,0.7272358598243427,0.9999940750330063
0.09090909090909091,0.010101010101010102,0.8181404137672792,0.999992527122193
0.10101010101010102,0.010101010101010102,0.9090449926078636,0.9999908097750891
0.11111111111111112,0.010101010101010102,0.9999495989343901,0.9999889270786584
0.12121212121212122,0.010101010101010102,1.0908542352808266,0.9999868834801932
0.13131313131313133,0.010101010101010102,1.1817589041222685,0.999984683767814
0.14141414141414144,0.010101010101010102,1.2726636078706193,0.9999823330497158
0.15151515151515152,0.010101010101010102,1.3635683488706571,0.999979836732298
0.16161616161616163,0.010101010101010102,1.4544731293961706,0.9999772004973848
0.17171717171717174,0.010101010101010102,1.5453779516465929,0.999974430278713
0.18181818181818182,0.010101010101010102,1.6362828177436959,0.9999715322378008
0.19191919191919193,0.010101010101010102,1.727187729728782,0.9999685127392816
0.20202020202020204,0.010101010101010102,1.8180926895600416,0.9999653783260329
0.21212121212121213,0.010101010101010102,1.9089976991102233,0.9999621356941143
0.22222222222222224,0.010101010101010102,1.9999027601647184,0.9999587916677051
0.23232323232323235,0.010101010101010102,2.0908078744197733,0.9999553531741509
0.24242424242424243,0.010101010101010102,2.1817130434811594,0.9999518272193382
0.25252525252525254,0.010101010101010102,2.2726182688629994,0.99994822086342
0.26262626262626265,0.010101010101010102,2.3635235519870657,0.9999445411970825
0.27272727272727276,0.010101010101010102,2.4544288941821257,0.9999407953184292
0.2828282828282829,0.010101010101010102,2.545334296683776,0.999936990310643
0.29292929292929293,0.010101010101010102,2.636239760634501,0.9999331332204113
0.30303030303030304,0.010101010101010102,2.7271452870838058,0.9999292310372719
0.31313131313131315,0.010101010101010102,2.818050876988941,0.9999252906740429
0.32323232323232326,0.010101010101010102,2.908956531215437,0.9999213189481252
0.33333333333333337,0.010101010101010102,2.999862250538346,0.9999173225640103
0.3434343434343435,0.010101010101010102,3.0907680356433147,0.9999133080969997
0.3535353535353536,0.010101010101010102,3.1816738871279204,0.9999092819779263
0.36363636363636365,0.010101010101010102,3.2725798055034434,0.9999052504792204
0.37373737373737376,0.010101010101010102,3.3634857911964655,0.9999012197021173
0.38383838383838387,0.010101010101010102,3.4543918445509085,0.9998971955651451
0.393939393939394,0.010101010101010102,3.5452979658300134,0.999893183793766
0.4040404040404041,0.010101010101010102,3.6362041552186186,0.9998891899113025
0.4141414141414142,0.010101010101010102,3.727110412825369,0.99988521923101
0.42424242424242425,0.010101010101010102,3.8180167386852606,0.9998812768493172
0.43434343434343436,0.010101010101010102,3.9089231327620424,0.9998773676402667
0.4444444444444445,0.010101010101010102,3.999829594950876,0.999873496251
0.4545454545454546,0.010101010101010102,4.090736125080891,0.9998696670983186
0.4646464646464647,0.010101010101010102,4.181642722917973,0.9998658843663596
